Muestreo,Fecha,Hora,Fecha,ZT,Notas,Promedio,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS8,RPS2,RPS3,RPS4,RPS5,RPS6,RPS7,RPS8,,,,,,,,
457,,,06/02/2022 00:55,12,,,37.375,37.875,38,37.25,37.625,38.125,37.625,37.875,38.25,38.25,37.375,37.25,37.125,37.5,37.25,38.25,37.625,37.625,37.5,37.875,37.25,37.5,37.375,,,,,,,,
458,,,06/02/2022 01:25,12.5,,,37.875,39,37.75,37.5,38.5,38.125,37.5,37.875,38,38.125,37.25,37.875,37.875,38.5,37.75,37.875,38.375,38.375,38.125,37.125,38.625,37.125,37.25,,,,,,,,
459,,,06/02/2022 01:55,13,,,37.75,38,38.125,38,37.25,37.875,37,38,37.875,38.375,37.25,38.375,37.625,37.625,38.75,37.5,37.875,37.875,37.5,37.375,38.25,37.25,37.75,,,,,,,,
460,,,06/02/2022 02:25,13.5,,,37.625,38.375,38,37.75,37.875,37.5,38.125,38.25,38.75,38.5,37.625,38.125,37.5,38.25,37.75,37.25,37.625,38,37.75,37.125,37.875,37.75,37.75,,,,,,,,
461,,,06/02/2022 02:55,14,,,38,37.875,38.75,38.5,38,38.125,37.25,37.875,38.25,37.875,37.375,38.625,37.75,38,37.75,37.25,37.125,39,38,37.125,38.25,37.625,37.875,,,,,,,,
462,,,06/02/2022 03:25,14.5,,,37.75,38.25,38.25,38.125,37.75,38.125,37.25,37.75,38.375,38.25,38,38.25,37.625,37.875,37.75,37.625,37.625,38.25,37.875,37.25,37.875,37.625,37.625,,,,,,,,
463,,,06/02/2022 03:55,15,,,37.875,37.875,38.375,38.125,37.5,38.625,37.25,38.25,37.875,38,37.625,38.25,37.875,38.75,38,37.375,37.75,38,38,38.375,37.5,37.875,38.25,,,,,,,,
464,,,06/02/2022 04:25,15.5,,,38.125,37.625,38.75,38,37.875,38.75,37.75,38,39,37.875,37.75,38.75,37.75,38.125,37.875,37.75,37.5,38.625,38.25,37.5,37.25,37.625,37.875,,,,,,,,
465,,,06/02/2022 04:55,16,,,38.125,38.25,38.625,37.5,38.125,38.75,37.875,37.875,37.875,38.375,37.625,38,38.125,39,38.25,38.5,38.125,39.125,37.875,37.5,38.5,37.875,38.5,,,,,,,,
466,,,06/02/2022 05:25,16.5,,,38.125,38.5,38,37.625,38.375,38.5,37.75,37.75,38.875,38.5,37.875,38,38.5,38.5,38.75,38.25,38.375,38.75,38,38.625,37.75,38,38.25,,,,,,,,
467,,,06/02/2022 05:55,17,,,38.25,37.875,39.25,37.875,37.625,38,38,37.625,38.25,37.875,37.625,38.5,37.5,38.875,39.25,38,38.625,38.25,37.875,38,38.125,38,38.375,,,,,,,,
468,,,06/02/2022 06:25,17.5,,,38.625,39,38.5,37.875,37.875,37.625,38.125,37.875,38.125,37.875,38.125,37.5,37.625,38.5,38.75,38.625,37.875,38,37.75,37.375,37.625,37.75,38.5,,,,,,,,
469,,,06/02/2022 06:55,18,,,38.75,38,37.875,38.75,37.875,37.75,37.375,37.5,38,37.75,37.375,38.375,38,37.875,38.25,38,37.75,38.125,37.5,37.25,37.5,37.75,38.75,,,,,,,,
470,,,06/02/2022 07:25,18.5,,,38.375,38.25,38.125,38.375,37.375,37.5,38.75,38.125,37.875,38.25,38,38.125,37.5,38,38.125,38.125,37.375,38.75,37.5,37.25,37.625,38.375,38.625,,,,,,,,
471,,,06/02/2022 07:55,19,,,38,38.625,37.75,36.875,37.875,39,37.875,38.25,37.75,38,37.625,37.75,37.75,38.125,38.25,39.125,37.625,38.375,38.125,37.375,37.5,38.375,38.625,,,,,,,,
472,,,06/02/2022 08:25,19.5,,,38.125,39.125,37.5,37.875,37.75,39,37.625,38.25,38.5,38,37.625,38,38.125,38.875,38.25,38,37.75,37.75,37.5,37.375,37.5,38.125,38.125,,,,,,,,
473,,,06/02/2022 08:55,20,,,38.375,37.75,38,37.5,38,38,37.25,37.75,38.25,37.875,37.25,38.125,37.75,39.125,38,37.5,37.5,38.25,37.75,37.25,37.375,37.75,38.5,,,,,,,,
474,,,06/02/2022 09:25,20.5,,,38.375,38.5,37.625,37.875,38,38,37.875,37.875,38.625,37.375,36.625,38.125,37.25,38.375,38.5,37.875,38,38.75,37.375,37.375,37.625,37.625,38.625,,,,,,,,
475,,,06/02/2022 09:55,21,,,38.25,38.75,38.5,38.5,36.875,37.75,38,37.875,38.5,38,37.125,37.625,38,37.625,38.375,38.5,38.25,38.5,37.5,37.375,37.375,38,38.875,,,,,,,,
476,,,06/02/2022 10:25,21.5,,,38.625,38.625,38.125,37.625,36.5,37.625,37.375,38.375,38.625,38.375,36.75,37.875,38.25,37.5,38,38.25,37.75,38.125,37.5,38.375,38,37.875,38.625,,,,,,,,
477,,,06/02/2022 10:55,22,,,38.125,38.5,38.625,37.875,36.75,38,37.25,38.5,38.625,38,36.875,38,38.125,38.125,37.875,37.875,37.25,38.375,37.625,38.125,36.875,38,38.375,,,,,,,,
478,,,06/02/2022 11:25,22.5,,,38.25,37.625,37.625,38,37.875,38,36.75,38.25,38.75,38.125,37,38,37.875,38.625,38.125,38.625,37.375,39,37.625,38,37.75,38,38.625,,,,,,,,
479,,,06/02/2022 11:55,23,,,38.75,38.125,38,38.75,37.625,37.875,37,37.625,38.125,37.875,37,38.25,37.625,38.25,38.125,39,37.5,38.75,38.625,37.75,38.625,37.75,38.5,,,,,,,,
480,,,06/02/2022 12:25,23.5,,,38.125,38.25,37.875,38.125,37.5,37.75,38.25,38,37.625,37.625,36.75,37.375,38.25,37.5,38.25,38.875,37.125,38.75,37.75,37.625,37.125,37.5,38.25,,,,,,,,
481,,,06/02/2022 12:55,0,,,37.625,38.375,37.875,37.875,36.875,38.5,37.25,38,37.375,37.25,36.5,38.375,37.75,38,38.25,37.875,36.875,38.875,37.5,37.75,37.125,37.25,38.25,,,,,,,,
482,,,06/02/2022 13:25,0.5,,,37.375,38.25,37.625,37.5,37.375,37.75,36.875,38,37.625,37.25,36.375,37.375,37.375,37.875,37.625,37.625,37.125,38.875,37,37.25,37.625,37.375,38,,,,,,,,
483,,,06/02/2022 13:55,1,,,37.25,37.5,36.875,37.75,37,37.875,37,37.75,37.75,37.375,36.125,37.625,37.125,37.75,37.5,37.375,36.875,38.5,37.5,37.5,37.125,36.875,38.125,,,,,,,,
484,,,06/02/2022 14:25,1.5,,,37.375,37.125,37.125,37.125,37.25,37.875,36.5,37.625,37.625,37.375,36.375,37.5,37.125,37.875,38,36.5,37.125,38.375,37.25,37.625,36.875,37,37.875,,,,,,,,
485,,,06/02/2022 14:55,2,,,37.375,37.125,36.625,37.5,36.75,37.75,36.625,37.625,37.5,37.375,37.5,37,37.25,38,37.25,36.875,37,38.625,37.75,37.5,37.125,37,38,,,,,,,,
486,,,06/02/2022 15:25,2.5,,,37.375,36.75,37.125,37.5,37.375,37.625,36.75,37.75,37.5,37.125,37,37.5,37,37.75,37.75,37.625,37.25,38.25,37.125,37.5,37.25,36.5,38.125,,,,,,,,
487,,,06/02/2022 15:55,3,,,37.125,37.25,37.625,36.25,36.875,37.5,36.375,37.875,37.875,37.5,36.375,37.25,37.375,37.375,37.25,37.375,37.125,38.25,38.125,37.25,37.75,36.625,38.375,,,,,,,,
488,,,06/02/2022 16:25,3.5,,,37.375,37.375,37.625,37.625,37,37.75,36.75,37.875,37.875,37.125,36.875,37.25,37.25,37.75,37.5,36.875,37.125,38.375,38,37.125,37.25,36.25,37.75,,,,,,,,
489,,,06/02/2022 16:55,4,,,37.5,37.375,38,36.5,37.25,38.625,36.625,37.5,37.75,37.375,36.75,37.5,36.875,37.625,37.75,36.625,37.125,38.25,37.75,37.375,37.5,37,38,,,,,,,,
490,,,06/02/2022 17:25,4.5,,,37.5,37.375,37.75,37.125,37.5,37.875,36.625,37.625,37.625,37.5,36.375,37.375,36.875,37.125,37.875,37.375,37.25,37.875,37.5,38.125,37.5,37.375,38,,,,,,,,
491,,,06/02/2022 17:55,5,,,37.625,37.75,37.25,37.625,37.375,37.75,36.875,37.25,37.375,37.375,36.25,37.625,37.375,37.25,37.625,36.75,37.125,38.375,37.5,37.625,37.25,37.375,38,,,,,,,,
492,,,06/02/2022 18:25,5.5,,,37.625,37.625,36.875,37.625,37.25,37.875,36.75,37.375,37.625,36.625,36.625,37.25,37.25,37.25,38.125,36.875,37.25,38,37.25,37.25,37.5,37.625,37.875,,,,,,,,
493,,,06/02/2022 18:55,6,,,37.5,37.125,37.25,37.25,37.25,37.75,36.75,37.5,37.5,36.75,37.5,37,37.375,37.25,37.875,37.25,37.5,38,37.625,37.5,37.875,37.625,37.875,,,,,,,,
494,,,06/02/2022 19:25,6.5,,,37.25,37.375,37.375,37.5,37.375,37.375,37,37.75,37.875,36.625,36.625,37,36.875,38.125,37.5,37,37.375,38,37.5,37.5,37.75,37.5,37.375,,,,,,,,
495,,,06/02/2022 19:55,7,,,37.5,37.25,37.875,37.625,37.375,37.75,37,37.75,37.375,37,36.5,37,36.875,37.625,37.875,37.125,37.25,37.875,37.25,37.5,37.25,37.625,37.875,,,,,,,,
496,,,06/02/2022 20:25,7.5,,,37.375,37.75,37.625,36.375,37.25,38,36.625,37.625,37.25,37.375,36.625,36.875,37.125,37,38,36.875,37.25,38,37.875,37.75,37,37.25,38,,,,,,,,
497,,,06/02/2022 20:55,8,,,37.375,37.5,37.625,37.375,37.375,37.875,36.75,37.25,37.625,37.625,36.75,37.125,36.75,37.125,37,36.625,37,38.125,38,37.5,37.5,37.375,38.125,,,,,,,,
498,,,06/02/2022 21:25,8.5,,,37.375,37.5,37.625,38,37.5,38.375,37,37.375,37.625,37.5,36.625,38.125,37.25,37.625,37.375,37.375,37,37.875,37.625,37.25,37.625,37.5,38,,,,,,,,
499,,,06/02/2022 21:55,9,,,37.375,37.25,37.625,37.875,37.5,37.5,36.75,37.5,37.75,37.375,36.875,37.5,37.375,37.625,37.5,37.125,36.875,37.875,37.75,37.875,37.5,37.5,37.625,,,,,,,,
500,,,06/02/2022 22:25,9.5,,,37.5,37.75,37.625,36.75,37.375,37.625,37.25,37.375,38,37.5,36.875,37.625,37.5,37.625,37.75,37.25,36.875,37.75,37.75,37.875,38,37.5,37.75,,,,,,,,
501,,,06/02/2022 22:55,10,,,37.625,38.625,37.25,37.75,37.375,37.625,37.75,37.25,37.625,38,36.875,36.625,37.5,38,37.75,36.5,36.875,37.875,37.875,37.5,37.5,37.75,37.75,,,,,,,,
502,,,06/02/2022 23:25,10.5,,,38.25,37.75,36.875,37.625,38.125,37.75,37.5,37.625,37.875,36.875,36.5,37.5,37.5,37.5,37.5,37,36.75,38.375,37.75,37.75,37.75,37.75,37.75,,,,,,,,
503,,,06/02/2022 23:55,11,,,38,37.625,38,36.875,37.625,37.75,37,38.125,37.75,37.125,36.75,37.5,36.875,37.375,37.5,37.25,36.75,37.875,37.25,38,37.5,37.125,37.875,,,,,,,,
504,,,07/02/2022 00:25,11.5,,,38,37.75,37.875,37.5,37.625,37.875,37.375,38,38.25,37.875,37,36.875,36.625,37.5,37.625,37.25,36.625,38,37.125,37.75,37.375,37.625,37.75,,,,,,,,
505,,,07/02/2022 00:55,12,,,38,38,37.625,36.25,37.625,37.875,37.25,36.875,38.5,37.875,37.25,37.375,37.625,38.625,37.25,38.125,38,37.875,37.875,38,37.5,37.625,38,,,,,,,,
506,,,07/02/2022 01:25,12.5,,,37.75,38,37.625,37.875,37.875,38.75,37.625,37.75,38.5,37.375,37.125,37.25,37.625,38,37.5,38.625,37.75,39,38.25,37.375,37.125,37.75,37.875,,,,,,,,
507,,,07/02/2022 01:55,13,,,38,38.375,38.125,37.875,38,37.875,38,37.875,38,37.75,37.375,37.875,37,37.875,37.75,38.125,37.25,38.625,38.125,37.75,37,37.625,38,,,,,,,,
508,,,07/02/2022 02:25,13.5,,,38.125,38.5,37.125,36.75,37.875,37.875,37.25,37.5,37.875,37.75,37.875,37.875,37.375,37.875,37.5,37.5,36.875,38.125,38.125,37,37.25,37,37.625,,,,,,,,
509,,,07/02/2022 02:55,14,,,38,38,38.25,36.375,38.375,37.75,37.625,38.25,37.875,37.625,37.625,37.5,37.5,38.125,38.625,37.375,37.125,38.375,38.875,38.125,37.5,37,37.625,,,,,,,,
510,,,07/02/2022 03:25,14.5,,,38.25,37.875,37.625,38.375,38.375,38.125,37.5,37.75,38.75,37.875,37.5,38.625,37.375,38.25,38.125,37.875,36.875,38.375,38.5,37.625,37.875,37,37.625,,,,,,,,
511,,,07/02/2022 03:55,15,,,38.125,38.125,37.625,37.625,37.5,38.75,38,37.75,38.5,38.5,38.125,38,37.875,37.875,38.25,38,37.5,39.125,37.75,37,37.75,37.375,37.875,,,,,,,,
512,,,07/02/2022 04:25,15.5,,,38.5,38.625,38.75,37.375,38,38.375,38.375,38.125,38.25,38.375,37.375,37.875,38.75,38.875,38.25,37.75,38,38.375,38,37.75,37.5,37.5,38.625,,,,,,,,
513,,,07/02/2022 04:55,16,,,38.25,38.25,38.75,37.125,38,38.25,38,38.25,38,38.75,37.5,38.625,37.75,38.625,38.125,38.625,38.125,38.25,38.75,37.5,39,37.875,38.25,,,,,,,,
514,,,07/02/2022 05:25,16.5,,,38.625,38.625,38.25,37.5,37.875,37.75,37.75,38.125,38,38.75,38.25,38.375,38,38.25,38,37.375,37.375,38.75,38,38.25,38.5,37.625,38.625,,,,,,,,
515,,,07/02/2022 05:55,17,SNACK,,39,38.625,38.75,38.5,37.625,37.75,37.625,38.25,37.75,38.625,38.125,37.875,38.125,38.5,38.75,37.875,37.25,38.875,37.875,37.75,38.625,38.125,38.375,,,,,,,,
516,,,07/02/2022 06:25,17.5,,,38.625,38.875,38.25,38.375,37.75,37.75,37.25,38.25,37.75,38.5,37.625,38,37.5,38.5,39.125,39,37,38.5,38,38.125,38.125,36.875,38.25,,,,,,,,
517,,,07/02/2022 06:55,18,,,39,38.25,38.125,37.375,38.125,37.625,37.375,38.625,38,38,37.625,38,37.625,38.125,38.25,38.125,36.5,37.875,37.875,38,37.625,37.125,38.5,,,,,,,,
518,,,07/02/2022 07:25,18.5,,,38.75,39.125,38.125,37.125,38.75,38.375,37.375,38.625,38.125,38.625,38.375,37.875,38.125,38.5,38,37.875,36.875,38,38.75,37.25,38.125,37.5,38.25,,,,,,,,
519,,,07/02/2022 07:55,19,,,38.5,37.875,38.25,37.625,38.5,37.375,37.75,38.5,37.875,37.875,38.375,38.5,37.375,39.125,37.5,38.25,37.75,38.25,38.125,37.375,37.875,37.5,38.125,,,,,,,,
520,,,07/02/2022 08:25,19.5,,,38.375,38.5,38,38,38.5,37.5,37.625,37.625,37.875,38.75,37.5,37.875,37.5,39,38.125,38.5,37.5,38,37.875,37.25,38,37.625,38.375,,,,,,,,
521,,,07/02/2022 08:55,20,,,38.625,38.25,38.125,37.875,39,38.25,37.5,38.125,38.125,38.5,37.5,38,37.625,38.25,38.5,38.125,37.875,38.25,38.25,37.375,38,37.5,38.25,,,,,,,,
522,,,07/02/2022 09:25,20.5,,,38.625,38.5,38.5,38.375,38.625,38,38.25,38.625,38.375,38,38.25,38.125,37.875,37.875,38.5,37.875,36.625,38.125,37.875,37.625,39.125,37.625,38.625,,,,,,,,
523,,,07/02/2022 09:55,21,,,38.5,38.375,38,38.25,38.5,37.5,38.375,38.625,38.375,38.25,38,38,37.375,37.5,38.125,37.5,37.125,38.25,38.25,38.625,37.75,37.875,38.625,,,,,,,,
524,,,07/02/2022 10:25,21.5,,,38.625,39.375,38.375,37.75,37.75,37.5,37.5,37.875,37.875,38.875,37.5,38.625,38.125,38.625,38,38.625,36.375,38.125,38.625,38.125,37.75,37.5,38.625,,,,,,,,
525,,,07/02/2022 10:55,22,,,38.75,38.25,38,37.375,37.875,37.25,37.375,38,38.375,38.25,37.5,37.75,37.875,38.625,38.125,37.75,36.75,38,38,37.875,38.125,37.5,38.5,,,,,,,,
526,,,07/02/2022 11:25,22.5,,,38.625,37.875,37.25,37.75,37.5,37.5,37.375,38.625,38.25,38,37.125,37.375,37.375,38,37.625,38.5,37.375,38,38.125,37.625,38,37.125,38.875,,,,,,,,
527,,,07/02/2022 11:55,23,,,38.5,38.875,37.75,37.625,38.5,38.125,38.25,38.625,37.625,38.25,37.125,38.5,37.875,38.375,38.625,39,37,38.75,38.875,38,37.875,37.125,38.75,,,,,,,,
528,,,07/02/2022 12:25,23.5,,,38.5,39,38.125,38.375,38.375,37.75,38.125,38.5,37.25,38.125,37.375,37.875,37.25,38.5,37.75,38.125,37.5,38.5,37.625,37.875,38.25,37.5,37.5,,,,,,,,
529,,,07/02/2022 12:55,0,,,38.375,37.75,38.5,37.125,37.25,37.625,37.75,38.125,37.25,37.625,37.25,37.75,37.25,37.625,37.625,38.875,36.875,38.125,37.75,38.125,38.125,37.125,38.25,,,,,,,,
530,,,07/02/2022 13:25,0.5,,,38.125,37.625,37.625,37.375,37.625,37.375,37.625,37.75,37.25,37.625,36.875,37.25,36.875,37.5,37.625,38.25,36.5,38.625,37.625,37.625,38.125,36.5,38,,,,,,,,
531,,,07/02/2022 13:55,1,,,38,37.25,37.25,37.375,37.375,37.5,37.375,37.5,37.5,37.625,36.5,37.5,37,37.625,37.625,37.25,36.875,38.375,37.625,37.625,37.875,37,37.875,,,,,,,,
532,,,07/02/2022 14:25,1.5,,,37.875,37.125,37.5,36.5,37.375,37.25,36.375,37.875,37.5,37.5,36.5,37.375,36.75,37.625,37.75,36.875,36.875,38.5,37.875,37.375,37.625,37.125,37.75,,,,,,,,
533,,,07/02/2022 14:55,2,,,37.625,37.25,37.75,37.375,37.5,37.375,36.5,38.625,37.5,37.375,37.5,37.375,37.125,37.75,37.375,37.125,37,38.125,38.125,37.875,37.625,37,37.75,,,,,,,,
534,,,07/02/2022 15:25,2.5,,,37.5,37.25,37.625,37.25,37.5,37.25,36.5,38,37.625,37,37.375,37.375,37.375,37.625,37.5,37.25,37,38.625,37.875,38.5,38.125,37.625,38.125,,,,,,,,
535,,,07/02/2022 15:55,3,,,37.5,38.375,38.125,37.625,37.375,37.25,36.75,37.75,37.5,37.5,36.75,37.25,37.75,37.75,38.25,37,37.25,37.5,37.25,37.875,38,36.875,38,,,,,,,,
536,,,07/02/2022 16:25,3.5,,,37.625,38.375,37.875,37.625,37.25,37.125,36.375,37.625,37.75,37,37.125,37.375,36.625,37.875,37.625,37.125,36.625,37.75,37.75,37.75,37.25,37,38.125,,,,,,,,
537,,,07/02/2022 16:55,4,,,37.5,38,37.25,37.125,37.25,37,36.875,37.75,37.625,37.375,36.875,37.125,36.625,37.625,37.75,37.625,37,38.375,37.625,37.5,37.5,36.375,37.75,,,,,,,,
538,,,07/02/2022 17:25,4.5,,,37.5,37.5,37.5,37.625,37.25,37.25,36.5,38.125,37.5,37.25,36.75,37.25,36.75,37.875,37.5,37.5,36.875,37.875,37.75,37.875,37.5,36.75,37.875,,,,,,,,
539,,,07/02/2022 17:55,5,,,37.625,37.5,38.5,37.625,37.375,36.875,36.625,37.5,37.375,37.5,36.875,36.875,36.625,37.625,37.25,37.625,37.375,38.125,37.5,37.75,37,37.125,38,,,,,,,,
540,,,07/02/2022 18:25,5.5,,,37.375,37.125,37.25,37.75,37.375,37.25,36.25,37.875,37.375,37.5,37.125,37.125,36.75,37.75,38,37.125,37,38,37.5,37.375,37.25,37,38,,,,,,,,
541,,,07/02/2022 18:55,6,,,37.25,37.375,37.25,37.375,37.5,37,36.875,37.75,37.5,37.5,37.125,37.125,37.625,37.375,37.875,37.375,37.25,37.875,37.625,37.5,37.25,36.875,37.875,,,,,,,,
542,,,07/02/2022 19:25,6.5,,,37.375,37.375,37.75,36,37.5,37.125,36.625,37.625,37.75,37.125,37.375,37.125,37.25,37.625,37.625,38.125,36.75,37.875,37.875,37.375,37.5,37.25,37.5,,,,,,,,
543,,,07/02/2022 19:55,7,,,37.375,37.625,37.5,37.125,37.5,36.75,36.625,37.625,37.375,37.25,36.75,37,37.25,37.5,37.5,37.625,36.875,38.375,37.875,37.625,37.75,37.125,37.75,,,,,,,,
544,,,07/02/2022 20:25,7.5,,,37.625,37.5,37.5,37.375,37.5,37.875,37.125,37.875,37.375,37.875,36.625,36.875,37.25,37.625,37.25,37.5,36.875,37.875,38,37.875,37.125,37,37.625,,,,,,,,
545,,,07/02/2022 20:55,8,,,37.5,37.625,37.625,36.875,37.625,37.125,36.5,37.375,37.625,37.375,36.375,36.5,37.125,38,37.5,37.375,36.375,37.75,37.625,38.125,37.375,37.5,37.625,,,,,,,,
546,,,07/02/2022 21:25,8.5,,,37,38,37.75,37.5,37.375,37.5,36.75,37.5,37.5,37.625,36.875,36.625,37,37.5,37.75,37.25,36.625,37.625,37.5,37.375,37.75,37.125,37.625,,,,,,,,
547,,,07/02/2022 21:55,9,,,37.25,37.25,37.75,36.625,37.375,37.625,38.25,37.625,38.125,38.625,36.375,36.375,37.375,37.625,37.375,37.25,36.75,37.875,37.875,37.5,37.375,37,37.375,,,,,,,,
548,,,07/02/2022 22:25,9.5,,,37.375,37.375,37.625,36.75,37.375,37.875,37.375,37.625,37.5,38,36.375,36.625,37.5,38,37.875,37.375,36.75,37.75,37.375,37.25,37.25,36.875,37.5,,,,,,,,
549,,,07/02/2022 22:55,10,,,37.5,37.25,37.375,37.875,37.625,37.375,36.875,37.625,37.5,37.625,36.375,37.875,37.125,37.875,38.125,37.5,36.375,37.875,37.375,37.625,36.875,37.25,37.625,,,,,,,,
550,,,07/02/2022 23:25,10.5,,,37.5,37.5,37.5,36.75,37.375,37.375,37.25,37.625,38,37.75,36.25,37.375,36.875,37.5,37.625,37.375,36.125,37.75,37.5,37.625,37.125,36.875,37.625,,,,,,,,
551,,,07/02/2022 23:55,11,,,37.5,37.375,37.5,36.125,37.5,37.5,37.125,37.5,38.25,38,36.75,37.25,36.875,37.25,37.5,38.375,36.5,37.875,37.875,37.5,37.375,37.25,38,,,,,,,,
552,,,08/02/2022 00:25,11.5,,,37.375,37.5,38,37.25,37.75,37.5,37.25,37.375,37.75,37.75,36.875,37.5,38,38.375,37.25,38,36.5,37.5,37.875,37.375,36.875,37.375,37.5,,,,,,,,
553,,,08/02/2022 00:55,12,,,37.375,37.875,37.625,37.25,37.5,37.5,37.625,38.125,38,37.75,37.25,37.625,37.375,37.875,37.375,37.625,37.25,37.625,38,37.25,37.125,37.25,37.5,,,,,,,,
554,,,08/02/2022 01:25,12.5,,,38.25,37.625,37.875,37.125,37.75,38.25,37.25,38.625,38.125,37.875,37.125,38.125,38,38.75,37.375,37.875,37.625,37.5,37.75,38.25,37.125,37.875,37.625,,,,,,,,
555,,,08/02/2022 01:55,13,,,38,37.25,37.5,38.125,37.75,38.25,37.5,37.25,38.125,37.75,37.125,37.75,37.625,37.875,37.375,37.5,37.5,37.25,37.875,38.125,36.875,37.25,37.5,,,,,,,,
556,,,08/02/2022 02:25,13.5,,,37.875,37.625,37,37.5,37.375,37.5,38.75,37.5,38.125,38.125,37.75,37.375,37.625,37.875,38,38,37,39,38.25,38,37.5,37.125,37.625,,,,,,,,
557,,,08/02/2022 02:55,14,,,38,38.375,38.25,37.125,38.125,37.625,37.125,37.75,38.375,37.875,37.625,38.5,37.375,38.125,37.875,37.75,37,38.25,37.875,37.75,37.375,37.375,38.25,,,,,,,,
558,,,08/02/2022 03:25,14.5,,,37.875,37.875,38.125,37.25,37.875,37.75,37.375,38.125,37.875,38.375,37.75,37.875,38.125,38.25,37.625,37.625,37.25,38.375,38.125,37.625,37.25,37.875,38,,,,,,,,
559,,,08/02/2022 03:55,15,,,38.125,38.125,38.125,37.5,38.25,37.625,37,38,38.125,37.875,37.625,37.875,37.125,38.25,37.875,37.875,37.25,38.5,38.5,37.875,37.375,37.75,38.25,,,,,,,,
560,,,08/02/2022 04:25,15.5,,,38.375,38.75,38,38.125,38.375,38.375,37.5,38.375,38.125,38.25,37.125,38.125,38.25,38.5,38.375,38.625,37.875,38.875,38.625,37.625,37.125,37.625,38.375,,,,,,,,
561,,,08/02/2022 04:55,16,,,38.25,37.875,38.25,37.875,37.75,37.5,38.75,38.25,37.875,38.125,37.625,38.375,36.875,38.375,37.875,37.75,38.125,38.875,39,37.875,37.75,38.125,38.375,,,,,,,,
562,,,08/02/2022 05:25,16.5,,,38.25,38.875,38.375,37.625,38.5,38.125,37.875,38.25,38.5,37.75,37.5,38.375,38.375,38.625,38.625,39.125,37.875,38.625,38.25,38.625,38.375,38,38.25,,,,,,,,
563,,,08/02/2022 05:55,17,,,38.625,38.375,38.875,38.25,38.25,38,37.375,38.125,38.375,38,37.375,38,38.625,39.125,39.125,37.75,37.5,38.875,38.25,38,37.625,38.375,39,,,,,,,,
564,,,08/02/2022 06:25,17.5,,,38.25,39.125,38.25,38.25,37.75,37.625,37.5,38.5,38.125,38.25,38,37.625,38.5,38.375,38.25,38.5,37.375,38.5,38,38.625,37.25,37.375,37.875,,,,,,,,
565,,,08/02/2022 06:55,18,,,38.375,38.5,38.125,38.625,37.5,37.5,36.875,38.25,38.375,37.5,37.75,38.625,37.625,37.75,38,37.75,37.375,38.25,38.375,38.25,37.875,37.75,38.375,,,,,,,,
566,,,08/02/2022 07:25,18.5,,,38.125,38.375,37.75,37.875,37.625,37.375,37.375,38.25,38,37.875,38.125,38.25,37.625,37.875,38.5,37.5,36.625,37.875,38.25,37.875,37.875,37.5,38.125,,,,,,,,
567,,,08/02/2022 07:55,19,,,38,38.75,37.5,37.875,37.75,38.375,37.625,38.625,38.5,38.125,38,37.625,38.375,37.625,38.125,38.875,37.125,37.875,38.375,38.375,37.75,38.25,38.375,,,,,,,,
568,,,08/02/2022 08:25,19.5,,,38.375,38.25,37.75,38.375,38.625,38.625,37.75,37.75,38.5,38.375,37.25,37.75,38,39,38.125,37.625,36.25,38,38.625,38,37.125,37.875,38.625,,,,,,,,
569,,,08/02/2022 08:55,20,,,38.375,38.875,37.875,37.625,38.5,38.125,38.375,37.75,38.375,37.625,36.625,38,38.25,39,38.375,38,37.625,38.25,38.125,38,37.125,38.375,38.375,,,,,,,,
570,,,08/02/2022 09:25,20.5,,,38.25,38.5,38.375,37.625,38.375,37.75,38.25,38.25,38.75,38.125,37,37.875,38.125,38.625,37.875,37.75,37.125,38.25,37.75,38.375,37.5,37.625,38.375,,,,,,,,
571,,,08/02/2022 09:55,21,,,38.375,38.375,38.25,38,38.125,37.5,37.375,38.625,38.75,38.25,37.625,38.75,38.375,38.25,38.125,36.625,37.75,38.625,37.5,38.25,37.875,37.5,38.25,,,,,,,,
572,,,08/02/2022 10:25,21.5,,,38.75,38.25,38.25,37.875,38.875,37.125,37.75,38.25,38,38.25,37.75,37.875,37.625,37.75,37.125,37.25,36.75,38.25,37.5,37.625,37,37.625,37.75,,,,,,,,
573,,,08/02/2022 10:55,22,,,38.25,39.125,38.25,38.5,38.5,37.625,38.625,38.5,38,38.25,37.25,38.375,38.375,38.75,38.125,37.5,37,38.25,37.625,37.875,37.125,37.625,38.75,,,,,,,,
574,,,08/02/2022 11:25,22.5,,,39,38.25,38.375,38.125,38.375,38,37.625,38.5,38.25,38.5,36.5,38.25,37.375,38.875,38.5,38.5,37.5,38.75,37.875,38.125,37.625,37.75,38.875,,,,,,,,
575,,,08/02/2022 11:55,23,,,38.625,38.875,38.875,37.75,38.25,36.625,37.5,38.375,37.25,37.625,36.875,38.25,38,38.25,39,38.125,37.125,38.25,38.5,38.625,37.75,37.75,38.375,,,,,,,,
576,,,08/02/2022 12:25,23.5,,,38,38.625,38.25,38.125,37.375,38,37.125,38.25,37.5,37.5,36.75,38.5,37.75,38.125,38.125,38,36.75,38.5,38.125,37.75,37.375,37.625,37.875,,,,,,,,
